영화명,리뷰,word
원더 우먼,진정한 원더우먼은 린다 카터다,진정하다 원더우먼 
원더 우먼,예고편나왔내 원더우먼 독수리골드슈트,원더우먼 독수리 골드 슈트 
원더 우먼,깡패들 키우는 영화가 아닌 현실 영웅 키우려고 노력하는 디씨 흥해라,깡패 키우다 현실 영웅 키우다 노력 디씨 
원더 우먼,디씨는 잭스나이더가 있어야한다,디씨 스나이더 야하다 
원더 우먼,DC 마지막  자존심  흥해라,마지막 자존심 
대립군,광해가 진짜 왕이 되고 대립군이 진짜 군대가 되어가는,광해 대립 군대 
대립군,이정제는 정말 사극에서 최고인거 같아 안시성 에서 양만춘역 했어도 딱일듯한데,정제 사극 최고 안시성 딱이다 
대립군,별 기대없이 봤는데 의외로 볼만함,기대 
대립군,먹먹한 여운이 남는 영화,여운 
대립군,아주 감동깊게 감상했습니다,감동 깊다 
대립군,깊은 감동은 없고 역사를 보기위해 보는영화,깊다 감동 역사 
대립군,예상되는 그 장면을 만들기 위한 연출이나 설정이 너무 진부함 왜 망했는지 알겠음,예상 진부하다 망하다 
7번째 내가 죽던 날,재미있고 인생을 다시 생각하게 해준다,재미있다 인생 
7번째 내가 죽던 날,재밌게 봤음 지루하지 않음,재밌다 지루하다 
7번째 내가 죽던 날,어느사람에게는 오늘  하루가 아니 지금이 가장 소중한 때,하루 소중하다 
7번째 내가 죽던 날,하루하루 한순간한순간 소중히 살자,한순간 한순간 소중하다 
7번째 내가 죽던 날,그냥 영화 소재 될만한 꺼리를 소재로 쓴 별 의미없는 영화,꺼리다 
7번째 내가 죽던 날,무거운 주제를 가볍게 다룬 하이틴 드라마 느낌,무겁다 가볍다 다루다 하이 
7번째 내가 죽던 날,에고가 참나에 가까워지는 과정,에고 가까워지다 
꿈의 제인,파격적이고 괴기스럽고 소름끼치는 나에겐 너무 난해한 영화 나의 인생에서 변곡점이 될 영화,파격 괴기 소름끼치다 난해하다 인생 변곡점 
꿈의 제인,진실하지 않은 사람들의 진실한 이야기,진실하다 진실하다 
꿈의 제인,영화 볼 때는 이상하고 불편했으나 보고 난 후 곱씹게된다,이상하다 불편하다 곱씹다 
노무현입니다,존경하고 사랑하는 대통령,존경 사랑 대통령 
노무현입니다,노무현 시대는 현재진행중,노무현 시대 현재 
노무현입니다,돈 그거 있어야 정치할 수 있는 거냐,정치 
노무현입니다,죽음으로 뇌물죄를 회피한 노무현입니다,죽음 회피 노무현 
너와 100번째 사랑,좀  흔한 이야기  그럭저럭,흔하다 
너와 100번째 사랑,처음에는 제목이 의문이었는데 아직도 잘모르겠지만 그래도 죽어있던 저의 연애세포를 다시 살아나게 해준거겉습니다,의문 죽다 연애 세포 살아나다 
너와 100번째 사랑,일본감성너무좋다 감동적이었음,감성 좋다 감동 
네루다,그를 쫓다가 그의 시와 삶을 좇게 되었네,쫓다 
네루다,미지의 세계인 남미의 풍광은 아름다우나 시적인  영화에 몰입되기에는 지루한감이 있음,미지 세계 남미 아름답다 시적 몰입 지루하다 
쇠파리,관련된 쓰레기들 잘 먹고 잘살고 있겠지,쓰레기 잘살다 
쇠파리,작품성은 없으나  부패공화국에 맞선 소시민의 항거가 안쓰럽다,성은 부패 공화국 맞선 소시민 항거 안쓰럽다 
쇠파리,급 떨어지는 영화에 알바푼거 더러워서 빵점,떨어지다 풀다 더럽다 빵점 
쇠파리,기대안하고 보면 나름 괜찮습니다,대안 괜찮다 
쇠파리,볼만한영화라고 말할수업겠네요 추천 불가합니다 시간을 아까워요,업다 추천 불가하다 아깝다 
쇠파리,유사수신 사기사건의 심각성 척결키위해 변해야됩니다,유사 수신 사건 심각 척결 키위 변하다 
쇠파리,온국민이  함께 하는 명화가 되기를  기대합니다,국민 명화 기르다 기대하다 
쇠파리,안감독님의 작품 기대 되네요,기대 
위 아 엑스,2011년  내한공연못간거 내평생한이다,연못 평생 
위 아 엑스,2011년 잠실 내한공연의 감동을 다시 느낄 수 있을 거 같다,잠실 공연 감동 느끼다 
고려 아리랑: 천산의 디바,한국의 역사가 외면한 고려인들을 다시 우리에게로 불러 들이는 성실한 작업,한국 역사 외면 고려인 성실하다 작업 
아메리칸 패스토럴,부모세대는 자식세대에게 부정되기 마련,부모 세대 자식 세대 부정 
아메리칸 패스토럴,완벽해보이지 않는 모든 장치들이 완벽한 영화,완벽하다 장치 완벽하다 
루팡 3세: 칼리오스트로의 성,하야오의 시작은 타란티노처럼 화려했다,하얗다 시작 타란티노 화려하다 
루팡 3세: 칼리오스트로의 성,이 애니 덕에 일본애니 덕후가 되었지 20년 전에,애니 일본애니 덕후 
루팡 3세: 칼리오스트로의 성,태양의 왕자 호루스와 더불어 미야자키 하야오의 대표작이라고 생각한다,태양 왕자 호루스 더불다 미야자키 하얗다 대표 
너에게만 들려주고 싶어,예고랑 뮤비만봐도 기대됩니다,예고 기대 
1944 워 히어로,재민이가 좋아하는 재민이같은 영화,재민 좋아하다 재민 
캐리비안의 해적: 죽은 자는 말이 없다,이러니 저러니 해도 재미있네요,재미있다 
캐리비안의 해적: 죽은 자는 말이 없다,정말 박수칠때 못떠나서 망작됐음,박수 떠나다 망작 
캐리비안의 해적: 죽은 자는 말이 없다,기대하지않고 봤는데 나름 괜춘,기대하다 괜춘 
캐리비안의 해적: 죽은 자는 말이 없다,천문학과 전설이 만나 독특했지만 여전히 얽히고 설킨 관계는 같네,천문학 전설 만나다 독특하다 여전하다 얽히다 설킨 관계 
캐리비안의 해적: 죽은 자는 말이 없다,엄마랑같이 봐도 별탈없는영화,엄마 별탈 
캐리비안의 해적: 죽은 자는 말이 없다,캐리비안해적 시리즈 중에서 가장 노잼,캐리비안 해적 시리즈 노잼 
마차 타고 고래고래,시골 여름 밤하늘에 떠 있던 별 바다가 생각나는 영화,시골 여름 밤하늘 바다 생각나다 
내 아내와 결혼해 주세요,남자 주인공 본인 위주의 사랑방식,남자 위주 사랑방 
뮤지엄,스릴러와 가족 드라마 둘 다 잡으려 하니 어정쩡,스릴러 가족 
뮤지엄,조금더 고어적이고 잔혹하게 갔어야했음,고어 잔혹하다 
뮤지엄,오구리슌 예전부터 좋아했는데 기대된다,구리 좋아하다 기대 
겟 아웃,만나기 힘든 영화 상징적 상상도 새롭고 장면도 인상적이다,만나다 상징 상상 
겟 아웃,검둥이들은 검둥이끼리 사랑해라,검둥이 검둥이 사랑 
겟 아웃,소름 끼치는 색다른 공포,소름 색다르다 공포 
겟 아웃,참신하고 예측하기 어려운 몰입도있는영화,참신하다 예측 어렵다 몰입도 
겟 아웃,흑인의 피지컬을 흠모하는 백인의 인종차별적인 우월주의를 살짝 비꼬든든한 참신한 공포스럽지않은 스릴러,흑인 피지 모하 백인 인종차별 우월 비꼬다 든든하다 참신하다 공포 스릴러 
겟 아웃,다름을 인정하는건 쉽지않죠,다르다 인정 
겟 아웃,긴장감을 더 끌어 올렸어야 했다,긴장감 올리다 
겟 아웃,훌륭하고 새로운 스릴러 영화,훌륭하다 새롭다 스릴러 
겟 아웃,지루함 없이 잘 봤다 아주 잘 만든 공포 스릴러,지루함 공포 스릴러 
겟 아웃,귀신보다 사람이 더 무섭다는것을 깨달았다,귀신 무섭다 
겟 아웃,블랙팬서 보고 역시 깜딩이가 감독하면 안돼 했는데 당신은 인정,블랙 팬서 깜딩이 인정 
불한당: 나쁜 놈들의 세상,역시 보면서 재미없다 말이 계속 나오게 만드는 영화 설경구 초록물고기 이후 설경구 때문에 망쳐가는 영화들,재미없다 설경구 초록물고기 설경구 망치다 
불한당: 나쁜 놈들의 세상,여자들을 이용해 살아온 나쁜 남자와 싱글맘의 사랑이야기를 그린 드라마,여자 이용 살아오다 나쁘다 남자 싱글맘 사랑 
불한당: 나쁜 놈들의 세상,눈물줄줄 너무 슬퍼요 말이 안 나올 정도로 재밌는 영화,눈물 줄줄 슬프다 재밌다 
불한당: 나쁜 놈들의 세상,강철중이 몰입도를 날리다 모든 연기가 똑같다,강철중 몰입도 날리다 똑같다 
불한당: 나쁜 놈들의 세상,개띤작인데 평점 왤케 낮음,낮다 
불한당: 나쁜 놈들의 세상,최고중의 최고 또 다른 신세계류의 조폭영화,최고 최고 계류 조폭 
불한당: 나쁜 놈들의 세상,감독은 싫지만 클리셰 보고 싶어서 이 영화 본건데 왜 다 진부하단 얘기 함 조현수 최고,싫다 클리셰 진부하다 조현수 최고 
불한당: 나쁜 놈들의 세상,나쁘지 않았는데  평점이 이런건  아마도 뻔한 클리셰때문인듯,나쁘다 뻔하다 클리셰 
불한당: 나쁜 놈들의 세상,끝마무리가아쉬운거빼고 재밌었음,아쉽다 재밌다 
킹 아서: 제왕의 검,맘에들었다  표현할가치가없다 왜 점수가 낮은가 진정한 전문가의점수는 이것이다,할갑다 점수 낮다 진정하다 전문가 점수 
킹 아서: 제왕의 검,뒷골목에서 태어난 민중의 왕,뒷골목 태어나다 민중 
킹 아서: 제왕의 검,부은 돈에 비해 뭐하나 흥미로운 게 없다,흥미롭다 
킹 아서: 제왕의 검,평점 낮게준 사람들은 좆문가이고 영화 재밌게봤음,낮다 재밌다 
킹 아서: 제왕의 검,나무 무겁지 않게 풀어낸 아서왕 이야기인듯 약간 코믹적인 요소도 잇고 전개가 빨랏던거같아요  재밋엇음 아서 멋잇다,나무 무겁다 풀다 아서왕 코믹 재밌엇음 
킹 아서: 제왕의 검,익히 알려진 이야기를 흥미롭게 살려냈지만 2시간은 너무 길군,익히다 흥미롭다 살리다 
더 데이: 최후의 심판,최악의 영화 우뢰메는 이영화에 비하면 명작이다,최악 우뢰 명작 
좀비 대 에일리언,왓챠에서 10분 보다가 못참고 껏어요,참다 
좀비 대 에일리언,독특한 재미가 있는 영화,독특하다 재미 
길,쓰레기도 이런 쓰레기가 없다,쓰레기 쓰레기 
세일즈맨,역시 이란  영화   좋네요 굿,좋다 
세일즈맨,죽음의 복수로도 복구되지 않는 삶의 균열,죽음 복수 복구 균열 
세일즈맨,하나의 사건을  이렇게  세밀하게  표현한다는게  놀랍다,사건 세밀 
세일즈맨,평범한 이야기에 새싹이 돋아나는 느낌을 준다 그래서 좋다,평범하다 새싹 돋아나다 좋다 
세일즈맨,대범하지도 않으면서 그렇다고 감정을 크게 요동치게 하는 폭발적인 것도 없이 읊조리듯 마무리해가는 모습이 이해하기 힘들다,대범하다 감정 요동치다 폭발 읊조리다 힘들다 
세일즈맨,한사건 이후 긴장감이 증폭되는 중반까지 만족하지만 밋밋하게 끝난 마무리가 아쉽,사건 긴장감 증폭 만족하다 밋밋하다 끝나다 아쉽다 
"카페, 한 사람을 기다리다",따뜻하고 즐겁고 상쾌한 영화,따뜻하다 즐겁다 상쾌하다 
"카페, 한 사람을 기다리다",너무 재미있어요 첫사랑에 추억이 생각나네요 꼭보세요,재미있다 첫사랑 추억 생각나다 
"카페, 한 사람을 기다리다",후반 갈수록 유치하긴 한데 나름대로 재밌음,유치하다 재밌다 
"카페, 한 사람을 기다리다",유치하고 어이없지만 이상하게 몰입하면서 보게된다,유치하다 어이없다 이상하다 몰입 
"컴, 투게더",현실은  힘들고 희망은 멀리있는것이 아니다,현실 힘들다 희망 
간츠: 오,불필요한 내용 다 정리하고 간략하게 잘 만든거 같긴한데,불필요하다 정리 간략하다 
간츠: 오,간츠를 스케일큰 액션대작으로 만들어줄 가능성을 보여준 영화,스케일 액션 대작 가능성 
간츠: 오,원작초월 현장감 짱짱 추천드립니다,초월 현장 짱짱 추천 
간츠: 오,최종보스가 기본저격 몇대맞고  정신못차리고 너무 억지스런  희생 로맨스는 80년대 영화 보는줄,최종 보스 저격 정신 억지스럽다 희생 로맨스 
간츠: 오,실사보다 역시 3d가 집중이 잘되네 후속작도 빨리나왔으면,실사 집중 후속작 
간츠: 오,이런 영화가 자주 나왔으면 좋겠습니다,좋다 
간츠: 오,애니에서 멍멍이가 거유한테 인사하는게 자꾸생각남,애니 인사 생각나다 
간츠: 오,니폰만이 만들어 낼수 있는 특유의 액션이 살아있는  간츠를  겁나  잘 표현한  니폰의 기술에 감탄할뿐,니폰 특유 액션 겁나다 니폰 감탄 
나이트 라이즈,CG는 모자랐으나 꽤 긴장감 있던 영화,모자라다 긴장감 
에이리언: 커버넌트,재미는 있다만 내용을 이해하기 어렵다,재미 어렵다 
에이리언: 커버넌트,에이리언이 주인공이 아니고 AI가 주인공이였네,에이리언 
에이리언: 커버넌트,지구에 벗어나면 개죽음이라는 실감과  새생명따윈없는모습 그리고 사방의적이란거,지구 벗어나다 개죽음 생명 사방 의적 
